[2025-03-11T00:05:05.811+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-03-11T00:05:05.866+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-09T07:00:00+00:00 [queued]>
[2025-03-11T00:05:05.884+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-09T07:00:00+00:00 [queued]>
[2025-03-11T00:05:05.885+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2025-03-11T00:05:06.087+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): collect_and_save_match_data_to_json_to_s3> on 2025-03-09 07:00:00+00:00
[2025-03-11T00:05:06.095+0000] {standard_task_runner.py:63} INFO - Started process 176 to run task
[2025-03-11T00:05:06.102+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_nexon_data_sequential', 'collect_and_save_match_data_to_json_to_s3', 'scheduled__2025-03-09T07:00:00+00:00', '--job-id', '45', '--raw', '--subdir', 'DAGS_FOLDER/collect_match_info_dag.py', '--cfg-path', '/tmp/tmpciebk4su']
[2025-03-11T00:05:06.105+0000] {standard_task_runner.py:91} INFO - Job 45: Subtask collect_and_save_match_data_to_json_to_s3
[2025-03-11T00:05:06.180+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_nexon_data_sequential.collect_and_save_match_data_to_json_to_s3 scheduled__2025-03-09T07:00:00+00:00 [running]> on host a0d797a25898
[2025-03-11T00:05:18.613+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 12 / 1000...4번째 유저 처리중
[2025-03-11T00:05:19.377+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 13 / 1000...5번째 유저 처리중
[2025-03-11T00:05:20.151+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 14 / 1000...5번째 유저 처리중
[2025-03-11T00:05:20.761+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 15 / 1000...5번째 유저 처리중
[2025-03-11T00:05:21.534+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 16 / 1000...6번째 유저 처리중
[2025-03-11T00:05:22.471+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 17 / 1000...6번째 유저 처리중
[2025-03-11T00:05:23.075+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 18 / 1000...6번째 유저 처리중
[2025-03-11T00:05:23.795+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 19 / 1000...7번째 유저 처리중
[2025-03-11T00:05:24.662+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 20 / 1000...7번째 유저 처리중
[2025-03-11T00:05:25.255+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 21 / 1000...7번째 유저 처리중
[2025-03-11T00:05:26.016+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 22 / 1000...8번째 유저 처리중
[2025-03-11T00:05:27.696+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 23 / 1000...8번째 유저 처리중
[2025-03-11T00:05:28.292+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 24 / 1000...8번째 유저 처리중
[2025-03-11T00:05:29.074+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 25 / 1000...9번째 유저 처리중
[2025-03-11T00:05:30.353+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 26 / 1000...9번째 유저 처리중
[2025-03-11T00:05:30.949+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 27 / 1000...9번째 유저 처리중
[2025-03-11T00:05:31.690+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 28 / 1000...10번째 유저 처리중
[2025-03-11T00:05:32.889+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 29 / 1000...10번째 유저 처리중
[2025-03-11T00:05:33.492+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 30 / 1000...10번째 유저 처리중
[2025-03-11T00:05:34.205+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 31 / 1000...11번째 유저 처리중
[2025-03-11T00:05:35.031+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 32 / 1000...11번째 유저 처리중
[2025-03-11T00:05:35.634+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 33 / 1000...11번째 유저 처리중
[2025-03-11T00:05:36.348+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 34 / 1000...12번째 유저 처리중
[2025-03-11T00:05:37.215+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 35 / 1000...12번째 유저 처리중
[2025-03-11T00:05:37.777+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 36 / 1000...12번째 유저 처리중
[2025-03-11T00:05:38.545+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 37 / 1000...13번째 유저 처리중
[2025-03-11T00:05:39.587+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 38 / 1000...13번째 유저 처리중
[2025-03-11T00:05:40.185+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 39 / 1000...13번째 유저 처리중
[2025-03-11T00:05:40.940+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 40 / 1000...14번째 유저 처리중
[2025-03-11T00:05:42.411+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 41 / 1000...14번째 유저 처리중
[2025-03-11T00:05:43.031+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 42 / 1000...14번째 유저 처리중
[2025-03-11T00:05:43.809+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 43 / 1000...15번째 유저 처리중
[2025-03-11T00:05:44.708+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 44 / 1000...15번째 유저 처리중
[2025-03-11T00:05:45.312+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 45 / 1000...15번째 유저 처리중
[2025-03-11T00:05:46.073+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 46 / 1000...16번째 유저 처리중
[2025-03-11T00:05:47.044+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 47 / 1000...16번째 유저 처리중
[2025-03-11T00:05:47.641+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 48 / 1000...16번째 유저 처리중
[2025-03-11T00:05:48.409+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 49 / 1000...17번째 유저 처리중
[2025-03-11T00:05:49.577+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 50 / 1000...17번째 유저 처리중
[2025-03-11T00:05:50.112+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 51 / 1000...17번째 유저 처리중
[2025-03-11T00:05:50.843+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 52 / 1000...18번째 유저 처리중
[2025-03-11T00:05:51.738+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 53 / 1000...18번째 유저 처리중
[2025-03-11T00:05:52.349+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 54 / 1000...18번째 유저 처리중
[2025-03-11T00:05:53.118+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 55 / 1000...19번째 유저 처리중
[2025-03-11T00:05:54.205+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 56 / 1000...19번째 유저 처리중
[2025-03-11T00:05:54.808+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 57 / 1000...19번째 유저 처리중
[2025-03-11T00:05:55.583+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 58 / 1000...20번째 유저 처리중
[2025-03-11T00:05:56.590+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 59 / 1000...20번째 유저 처리중
[2025-03-11T00:05:57.187+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 60 / 1000...20번째 유저 처리중
[2025-03-11T00:05:57.943+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 61 / 1000...21번째 유저 처리중
[2025-03-11T00:05:58.747+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 62 / 1000...21번째 유저 처리중
[2025-03-11T00:05:59.347+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 63 / 1000...21번째 유저 처리중
[2025-03-11T00:06:00.106+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 64 / 1000...22번째 유저 처리중
[2025-03-11T00:06:00.936+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 65 / 1000...22번째 유저 처리중
[2025-03-11T00:06:01.491+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 66 / 1000...22번째 유저 처리중
[2025-03-11T00:06:02.291+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 67 / 1000...23번째 유저 처리중
[2025-03-11T00:06:03.669+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 68 / 1000...23번째 유저 처리중
[2025-03-11T00:06:04.266+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 69 / 1000...23번째 유저 처리중
[2025-03-11T00:06:05.013+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 70 / 1000...24번째 유저 처리중
[2025-03-11T00:06:06.242+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 71 / 1000...24번째 유저 처리중
[2025-03-11T00:06:06.832+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 72 / 1000...24번째 유저 처리중
[2025-03-11T00:06:07.613+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 73 / 1000...25번째 유저 처리중
[2025-03-11T00:06:08.717+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 74 / 1000...25번째 유저 처리중
[2025-03-11T00:06:09.332+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 75 / 1000...25번째 유저 처리중
[2025-03-11T00:06:10.084+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 76 / 1000...26번째 유저 처리중
[2025-03-11T00:06:10.999+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 77 / 1000...26번째 유저 처리중
[2025-03-11T00:06:11.601+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 78 / 1000...26번째 유저 처리중
[2025-03-11T00:06:12.392+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 79 / 1000...27번째 유저 처리중
[2025-03-11T00:06:13.898+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 80 / 1000...27번째 유저 처리중
[2025-03-11T00:06:14.498+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 81 / 1000...27번째 유저 처리중
[2025-03-11T00:06:15.279+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 82 / 1000...28번째 유저 처리중
[2025-03-11T00:06:16.084+0000] {collect_match_info_dag.py:50} INFO - [test_0ee4cbd363b2f7520651088e59cc0caa6fed3e1d2a3617a4dceddb088e523131efe8d04e6d233bd35cf2fabdeb93fb0d] 현재 사용량: 83 / 1000...28번째 유저 처리중
